a,r,b
{sys_id:1326},"{type:реферал,номер:7,sys_id:190}",{sys_id:2953}
{sys_id:2981},"{type:with_member,sys_id:178}",{sys_id:2953}
{sys_id:3365},"{type:with_member,sys_id:174}",{sys_id:2953}
{sys_id:2488},"{type:with_member,номер:7,sys_id:173}",{sys_id:2953}
{sys_id:2869},"{type:with_member,sys_id:172}",{sys_id:2953}
{sys_id:2949},"{type:принадлежит,номер:7,sys_id:171}",{sys_id:2953}
{sys_id:2980},"{type:позиция,номер:7,sys_id:169}",{sys_id:2953}
{sys_id:2520},"{type:with_browser,sys_id:258}",{sys_id:2963}
{sys_id:2729},"{type:with_browser,sys_id:257}",{sys_id:2963}
{sys_id:2965},"{type:with_browser,sys_id:280}",{sys_id:2964}
{sys_id:2520},"{type:with_browser,sys_id:261}",{sys_id:2964}
{sys_id:3365},"{type:with_browser,sys_id:260}",{sys_id:2964}
{sys_id:2953},"{type:имеет,sys_id:148}",{sys_id:2966}
{sys_id:2985},"{type:with_browser,sys_id:235}",{sys_id:2967}
{sys_id:2959},"{type:with_browser,sys_id:221}",{sys_id:2967}
{sys_id:2984},"{type:with_browser,sys_id:231}",{sys_id:2967}
{sys_id:2524},"{type:with_browser,sys_id:196}",{sys_id:2967}
{sys_id:3365},"{type:with_browser,sys_id:195}",{sys_id:2967}
{sys_id:3567},"{type:позиция,номер:6,sys_id:3785}",{sys_id:2972}
{sys_id:3565},"{type:реферер,sys_id:3779}",{sys_id:2972}
{sys_id:501},"{type:with_member,sys_id:3776}",{sys_id:2972}
{sys_id:3429},"{type:with_member,sys_id:525}",{sys_id:2972}
{sys_id:2484},"{type:with_member,sys_id:604}",{sys_id:2972}
{sys_id:2992},"{type:позиция,номер:5,sys_id:421}",{sys_id:2972}
{sys_id:2990},"{type:позиция,номер:5,sys_id:286}",{sys_id:2972}
{sys_id:3019},"{type:позиция,номер:6,sys_id:326}",{sys_id:2972}
{sys_id:2977},"{type:реферер,sys_id:320}",{sys_id:2972}
{sys_id:3440},"{type:with_member,sys_id:332}",{sys_id:2972}
{sys_id:2975},"{type:with_member,sys_id:318}",{sys_id:2972}
{sys_id:3365},"{type:with_member,sys_id:314}",{sys_id:2972}
{sys_id:2974},"{type:with_member,номер:7,sys_id:313}",{sys_id:2972}
{sys_id:2986},"{type:with_member,sys_id:312}",{sys_id:2972}
{sys_id:2999},"{type:реферал,номер:7,sys_id:311}",{sys_id:2972}
{sys_id:2971},"{type:принадлежит,номер:7,sys_id:331}",{sys_id:2972}
{sys_id:3002},"{type:позиция,номер:7,sys_id:309}",{sys_id:2972}
{sys_id:2972},"{type:имеет,sys_id:209}",{sys_id:2973}
{sys_id:2975},"{type:with_referer,sys_id:316}",{sys_id:2974}
{sys_id:2992},"{type:позиция,номер:6,sys_id:422}",{sys_id:2977}
{sys_id:3050},"{type:реферер,sys_id:458}",{sys_id:2977}
{sys_id:2990},"{type:позиция,номер:6,sys_id:287}",{sys_id:2977}
{sys_id:3006},"{type:реферер,sys_id:346}",{sys_id:2977}
{sys_id:3021},"{type:with_member,sys_id:356}",{sys_id:2977}
{sys_id:3429},"{type:with_member,sys_id:340}",{sys_id:2977}
{sys_id:3440},"{type:with_member,sys_id:351}",{sys_id:2977}
{sys_id:2986},"{type:with_member,sys_id:350}",{sys_id:2977}
{sys_id:2972},"{type:реферал,номер:7,sys_id:329}",{sys_id:2977}
{sys_id:2520},"{type:with_member,sys_id:339}",{sys_id:2977}
{sys_id:3365},"{type:with_member,sys_id:337}",{sys_id:2977}
{sys_id:3003},"{type:with_member,номер:7,sys_id:336}",{sys_id:2977}
{sys_id:2964},"{type:with_member,номер:7,sys_id:335}",{sys_id:2977}
{sys_id:2976},"{type:принадлежит,номер:7,sys_id:328}",{sys_id:2977}
{sys_id:3019},"{type:позиция,номер:7,sys_id:327}",{sys_id:2977}
{sys_id:2991},"{type:with_os,sys_id:413}",{sys_id:2978}
{sys_id:3004},"{type:with_os,sys_id:341}",{sys_id:2978}
{sys_id:2960},"{type:with_os,sys_id:225}",{sys_id:2978}
{sys_id:2494},"{type:with_os,sys_id:214}",{sys_id:2978}
{sys_id:2913},"{type:with_os,sys_id:157}",{sys_id:2978}
{sys_id:2953},"{type:список,sys_id:170}",{sys_id:2980}
{sys_id:3366},"{type:with_browser,sys_id:589}",{sys_id:2986}
{sys_id:2994},"{type:with_browser,sys_id:476}",{sys_id:2986}
{sys_id:3010},"{type:with_browser,sys_id:434}",{sys_id:2986}
{sys_id:3009},"{type:with_browser,sys_id:430}",{sys_id:2986}
{sys_id:2494},"{type:with_browser,sys_id:361}",{sys_id:2986}
{sys_id:2659},"{type:with_browser,sys_id:360}",{sys_id:2986}
{sys_id:2975},"{type:with_browser,sys_id:317}",{sys_id:2986}
{sys_id:2965},"{type:with_browser,sys_id:265}",{sys_id:2986}
{sys_id:2988},"{type:with_browser,sys_id:247}",{sys_id:2986}
{sys_id:2962},"{type:with_browser,sys_id:254}",{sys_id:2986}
{sys_id:2520},"{type:with_browser,sys_id:251}",{sys_id:2986}
{sys_id:2987},"{type:with_browser,sys_id:243}",{sys_id:2986}
{sys_id:2918},"{type:with_browser,sys_id:239}",{sys_id:2986}
{sys_id:3365},"{type:with_browser,sys_id:238}",{sys_id:2986}
{sys_id:2999},"{type:список,sys_id:269}",{sys_id:2989}
{sys_id:3006},"{type:список,sys_id:347}",{sys_id:2990}
{sys_id:3050},"{type:список,sys_id:459}",{sys_id:2992}
{sys_id:3542},"{type:with_browser,sys_id:3753}",{sys_id:2993}
{sys_id:3560},"{type:with_browser,sys_id:3764}",{sys_id:2993}
{sys_id:2994},"{type:with_browser,sys_id:429}",{sys_id:2993}
{sys_id:2776},"{type:with_browser,sys_id:461}",{sys_id:2993}
{sys_id:3084},"{type:раздел,sys_id:504}",{sys_id:2995}
{sys_id:3083},"{type:раздел,sys_id:502}",{sys_id:2995}
{sys_id:3082},"{type:раздел,sys_id:500}",{sys_id:2995}
{sys_id:3081},"{type:раздел,sys_id:498}",{sys_id:2995}
{sys_id:3080},"{type:раздел,sys_id:496}",{sys_id:2995}
{sys_id:3079},"{type:раздел,sys_id:494}",{sys_id:2995}
{sys_id:3567},"{type:позиция,номер:5,sys_id:3784}",{sys_id:2999}
{sys_id:2992},"{type:позиция,номер:4,sys_id:420}",{sys_id:2999}
{sys_id:2990},"{type:позиция,номер:4,sys_id:285}",{sys_id:2999}
{sys_id:3019},"{type:позиция,номер:5,sys_id:325}",{sys_id:2999}
{sys_id:3002},"{type:позиция,номер:6,sys_id:308}",{sys_id:2999}
{sys_id:2972},"{type:реферер,sys_id:310}",{sys_id:2999}
{sys_id:501},"{type:with_member,sys_id:302}",{sys_id:2999}
{sys_id:2520},"{type:with_member,sys_id:203}",{sys_id:2999}
{sys_id:2986},"{type:with_member,sys_id:202}",{sys_id:2999}
{sys_id:3440},"{type:with_member,sys_id:292}",{sys_id:2999}
{sys_id:442},"{type:реферал,номер:7,sys_id:291}",{sys_id:2999}
{sys_id:2965},"{type:with_member,sys_id:281}",{sys_id:2999}
{sys_id:3365},"{type:with_member,sys_id:278}",{sys_id:2999}
{sys_id:2689},"{type:with_member,номер:7,sys_id:277}",{sys_id:2999}
{sys_id:2964},"{type:with_member,sys_id:276}",{sys_id:2999}
{sys_id:2998},"{type:принадлежит,номер:7,sys_id:290}",{sys_id:2999}
{sys_id:2989},"{type:позиция,номер:7,sys_id:275}",{sys_id:2999}
{sys_id:2999},"{type:имеет,sys_id:267}",{sys_id:3000}
{sys_id:2960},"{type:with_browser,sys_id:300}",{sys_id:3001}
{sys_id:2978},"{type:with_browser,sys_id:297}",{sys_id:3001}
{sys_id:2972},"{type:список,sys_id:330}",{sys_id:3002}
{sys_id:3542},"{type:with_referer,sys_id:3752}",{sys_id:3003}
{sys_id:2520},"{type:with_referer,sys_id:338}",{sys_id:3003}
{sys_id:3440},"{type:with_member,sys_id:411}",{sys_id:3006}
{sys_id:3010},"{type:with_member,sys_id:435}",{sys_id:3006}
{sys_id:3009},"{type:with_member,sys_id:431}",{sys_id:3006}
{sys_id:3008},"{type:with_member,номер:7,sys_id:349}",{sys_id:3006}
{sys_id:2977},"{type:реферал,номер:7,sys_id:410}",{sys_id:3006}
{sys_id:2986},"{type:with_member,sys_id:348}",{sys_id:3006}
{sys_id:3005},"{type:принадлежит,номер:7,sys_id:289}",{sys_id:3006}
{sys_id:2990},"{type:позиция,номер:7,sys_id:288}",{sys_id:3006}
{sys_id:3006},"{type:имеет,sys_id:345}",{sys_id:3007}
{sys_id:2994},"{type:with_referer,sys_id:428}",{sys_id:3008}
{sys_id:3010},"{type:with_referer,sys_id:433}",{sys_id:3008}
{sys_id:3010},"{type:with_os,sys_id:432}",{sys_id:3009}
{sys_id:3086},"{type:раздел,sys_id:508}",{sys_id:3011}
{sys_id:3077},"{type:раздел,sys_id:490}",{sys_id:3011}
{sys_id:2630},"{type:раздел,sys_id:2993}",{sys_id:3011}
{sys_id:2650},"{type:раздел,sys_id:449}",{sys_id:3011}
{sys_id:3017},"{type:раздел,sys_id:447}",{sys_id:3011}
{sys_id:3016},"{type:раздел,sys_id:445}",{sys_id:3011}
{sys_id:3015},"{type:раздел,sys_id:443}",{sys_id:3011}
{sys_id:3014},"{type:раздел,sys_id:441}",{sys_id:3011}
{sys_id:3012},"{type:раздел,sys_id:437}",{sys_id:3011}
{sys_id:1309},"{type:раздел,sys_id:481}",{sys_id:3011}
{sys_id:2997},"{type:раздел,sys_id:480}",{sys_id:3011}
{sys_id:2996},"{type:раздел,sys_id:478}",{sys_id:3011}
{sys_id:3048},"{type:раздел,sys_id:456}",{sys_id:3011}
{sys_id:3047},"{type:раздел,sys_id:454}",{sys_id:3011}
{sys_id:3046},"{type:раздел,sys_id:452}",{sys_id:3011}
{sys_id:3045},"{type:раздел,sys_id:450}",{sys_id:3011}
{sys_id:2977},"{type:имеет,sys_id:319}",{sys_id:3018}
{sys_id:2977},"{type:список,sys_id:334}",{sys_id:3019}
{sys_id:2520},"{type:with_browser,sys_id:358}",{sys_id:3021}
{sys_id:3365},"{type:with_browser,sys_id:357}",{sys_id:3021}
{sys_id:3560},"{type:with_member,sys_id:3765}",{sys_id:3050}
{sys_id:3365},"{type:with_member,sys_id:474}",{sys_id:3050}
{sys_id:2986},"{type:with_member,sys_id:473}",{sys_id:3050}
{sys_id:3440},"{type:with_member,sys_id:471}",{sys_id:3050}
{sys_id:2994},"{type:with_member,sys_id:470}",{sys_id:3050}
{sys_id:2977},"{type:реферал,номер:7,sys_id:426}",{sys_id:3050}
{sys_id:2776},"{type:with_member,sys_id:462}",{sys_id:3050}
{sys_id:3008},"{type:with_member,sys_id:460}",{sys_id:3050}
{sys_id:3049},"{type:принадлежит,номер:7,sys_id:425}",{sys_id:3050}
{sys_id:2993},"{type:with_member,sys_id:424}",{sys_id:3050}
{sys_id:2992},"{type:позиция,номер:7,sys_id:423}",{sys_id:3050}
{sys_id:3050},"{type:имеет,sys_id:457}",{sys_id:3051}
{sys_id:3121},"{type:раздел,sys_id:585}",{sys_id:3058}
{sys_id:3125},"{type:with_member,номер:7,sys_id:603}",{sys_id:3093}
{sys_id:2642},"{type:реферал,номер:7,sys_id:599}",{sys_id:3093}
{sys_id:3135},"{type:with_member,номер:7,sys_id:524}",{sys_id:3093}
{sys_id:2740},"{type:with_member,номер:7,sys_id:522}",{sys_id:3093}
{sys_id:3134},"{type:with_member,номер:7,sys_id:521}",{sys_id:3093}
{sys_id:3092},"{type:принадлежит,номер:7,sys_id:598}",{sys_id:3093}
{sys_id:3124},"{type:позиция,номер:7,sys_id:596}",{sys_id:3093}
{sys_id:3093},"{type:имеет,sys_id:519}",{sys_id:3094}
{sys_id:3093},"{type:список,sys_id:597}",{sys_id:3124}
{sys_id:3125},"{type:with_browser,sys_id:602}",{sys_id:3134}
{sys_id:3135},"{type:with_browser,sys_id:523}",{sys_id:3134}
{sys_id:3125},"{type:with_os,sys_id:600}",{sys_id:3135}
{sys_id:3137},"{type:with_browser,sys_id:629}",{sys_id:3136}
{sys_id:3365},"{type:with_browser,sys_id:626}",{sys_id:3136}
{sys_id:3189},"{type:принадлежит,sys_id:2661}",{sys_id:3180}
{sys_id:1291},"{type:реферал,номер:7,sys_id:3264}",{sys_id:3180}
{sys_id:3183},"{type:кому,номер:7,sys_id:3263}",{sys_id:3180}
{sys_id:3182},"{type:позиция,номер:7,sys_id:3260}",{sys_id:3180}
{sys_id:3180},"{type:имеет,sys_id:3252}",{sys_id:3181}
{sys_id:3180},"{type:список,sys_id:3261}",{sys_id:3182}
{sys_id:2884},"{type:позиция,номер:6,sys_id:1857}",{sys_id:3194}
{sys_id:2669},"{type:позиция,номер:6,sys_id:1839}",{sys_id:3194}
{sys_id:2892},"{type:позиция,номер:6,sys_id:1769}",{sys_id:3194}
{sys_id:2872},"{type:позиция,номер:6,sys_id:1753}",{sys_id:3194}
{sys_id:2870},"{type:позиция,номер:6,sys_id:1685}",{sys_id:3194}
{sys_id:2818},"{type:позиция,номер:6,sys_id:1658}",{sys_id:3194}
{sys_id:2817},"{type:позиция,номер:6,sys_id:1727}",{sys_id:3194}
{sys_id:2815},"{type:позиция,номер:6,sys_id:1574}",{sys_id:3194}
{sys_id:2830},"{type:позиция,номер:6,sys_id:1671}",{sys_id:3194}
{sys_id:2828},"{type:позиция,номер:6,sys_id:1655}",{sys_id:3194}
{sys_id:2840},"{type:позиция,номер:6,sys_id:1635}",{sys_id:3194}
{sys_id:2838},"{type:позиция,номер:6,sys_id:1621}",{sys_id:3194}
{sys_id:2822},"{type:позиция,номер:6,sys_id:1473}",{sys_id:3194}
{sys_id:2834},"{type:позиция,номер:6,sys_id:1587}",{sys_id:3194}
{sys_id:3316},"{type:позиция,номер:7,sys_id:3489}",{sys_id:3194}
{sys_id:499},"{type:позиция,номер:6,sys_id:1962}",{sys_id:3194}
{sys_id:3430},"{type:позиция,номер:5,sys_id:3372}",{sys_id:3194}
{sys_id:2452},"{type:позиция,номер:6,sys_id:2309}",{sys_id:3194}
{sys_id:2544},"{type:позиция,номер:6,sys_id:2301}",{sys_id:3194}
{sys_id:490},"{type:позиция,номер:5,sys_id:2508}",{sys_id:3194}
{sys_id:2545},"{type:позиция,номер:6,sys_id:2539}",{sys_id:3194}
{sys_id:2582},"{type:позиция,номер:6,sys_id:2955}",{sys_id:3194}
{sys_id:2874},"{type:реферер,sys_id:1765}",{sys_id:3194}
{sys_id:2890},"{type:реферер,sys_id:1710}",{sys_id:3194}
{sys_id:2832},"{type:реферер,sys_id:1679}",{sys_id:3194}
{sys_id:2851},"{type:реферер,sys_id:1706}",{sys_id:3194}
{sys_id:2848},"{type:реферер,sys_id:1697}",{sys_id:3194}
{sys_id:2846},"{type:реферер,sys_id:1695}",{sys_id:3194}
{sys_id:2844},"{type:реферер,sys_id:1649}",{sys_id:3194}
{sys_id:2842},"{type:реферер,sys_id:1647}",{sys_id:3194}
{sys_id:2826},"{type:реферер,sys_id:1609}",{sys_id:3194}
{sys_id:2824},"{type:реферер,sys_id:1603}",{sys_id:3194}
{sys_id:2835},"{type:реферер,sys_id:1591}",{sys_id:3194}
{sys_id:2820},"{type:реферер,sys_id:1531}",{sys_id:3194}
{sys_id:3399},"{type:реферер,sys_id:3589}",{sys_id:3194}
{sys_id:2580},"{type:реферер,sys_id:2949}",{sys_id:3194}
{sys_id:3317},"{type:кому,номер:7,sys_id:3492}",{sys_id:3194}
{sys_id:1326},"{type:реферал,sys_id:3493}",{sys_id:3194}
{sys_id:3428},"{type:with_member,sys_id:3347}",{sys_id:3194}
{sys_id:3429},"{type:with_member,sys_id:3526}",{sys_id:3194}
{sys_id:3365},"{type:with_member,sys_id:3348}",{sys_id:3194}
{sys_id:3366},"{type:with_member,sys_id:3349}",{sys_id:3194}
{sys_id:3432},"{type:with_member,sys_id:3595}",{sys_id:3194}
{sys_id:3433},"{type:with_member,sys_id:3596}",{sys_id:3194}
{sys_id:3441},"{type:with_member,sys_id:3599}",{sys_id:3194}
{sys_id:501},"{type:with_member,sys_id:3600}",{sys_id:3194}
{sys_id:3442},"{type:with_member,sys_id:3601}",{sys_id:3194}
{sys_id:3373},"{type:with_member,sys_id:3572}",{sys_id:3194}
{sys_id:3446},"{type:with_member,sys_id:3573}",{sys_id:3194}
{sys_id:3374},"{type:with_member,sys_id:3574}",{sys_id:3194}
{sys_id:3496},"{type:with_member,sys_id:1954}",{sys_id:3194}
{sys_id:2480},"{type:with_member,sys_id:2322}",{sys_id:3194}
{sys_id:2481},"{type:with_member,sys_id:2288}",{sys_id:3194}
{sys_id:2482},"{type:with_member,sys_id:2290}",{sys_id:3194}
{sys_id:2447},"{type:with_member,sys_id:2452}",{sys_id:3194}
{sys_id:2446},"{type:with_member,sys_id:2466}",{sys_id:3194}
{sys_id:2483},"{type:with_member,sys_id:2361}",{sys_id:3194}
{sys_id:3369},"{type:with_member,sys_id:2489}",{sys_id:3194}
{sys_id:3434},"{type:with_member,sys_id:2490}",{sys_id:3194}
{sys_id:3370},"{type:with_member,sys_id:2491}",{sys_id:3194}
{sys_id:3371},"{type:with_member,sys_id:2492}",{sys_id:3194}
{sys_id:3372},"{type:with_member,sys_id:2500}",{sys_id:3194}
{sys_id:2464},"{type:with_member,sys_id:2750}",{sys_id:3194}
{sys_id:2466},"{type:with_member,sys_id:2751}",{sys_id:3194}
{sys_id:3206},"{type:принадлежит,sys_id:2664}",{sys_id:3194}
{sys_id:3194},"{type:имеет,sys_id:3441}",{sys_id:3195}
{sys_id:3222},"{type:принадлежит,sys_id:2671}",{sys_id:3196}
{sys_id:2440},"{type:позиция,номер:4,sys_id:3694}",{sys_id:3196}
{sys_id:3500},"{type:позиция,номер:4,sys_id:3698}",{sys_id:3196}
{sys_id:3218},"{type:позиция,номер:5,sys_id:3311}",{sys_id:3196}
{sys_id:3202},"{type:позиция,номер:6,sys_id:3285}",{sys_id:3196}
{sys_id:3200},"{type:реферер,номер:7,sys_id:3279}",{sys_id:3196}
{sys_id:1345},"{type:реферал,номер:7,sys_id:3277}",{sys_id:3196}
{sys_id:3199},"{type:кому,номер:7,sys_id:3276}",{sys_id:3196}
{sys_id:3198},"{type:позиция,номер:7,sys_id:3273}",{sys_id:3196}
{sys_id:3196},"{type:имеет,sys_id:3265}",{sys_id:3197}
{sys_id:3196},"{type:список,sys_id:3274}",{sys_id:3198}
{sys_id:3226},"{type:принадлежит,sys_id:2673}",{sys_id:3200}
{sys_id:2440},"{type:позиция,номер:5,sys_id:3701}",{sys_id:3200}
{sys_id:3500},"{type:позиция,номер:5,sys_id:3699}",{sys_id:3200}
{sys_id:3218},"{type:позиция,номер:6,sys_id:3312}",{sys_id:3200}
{sys_id:3216},"{type:реферер,sys_id:3306}",{sys_id:3200}
{sys_id:3196},"{type:реферал,sys_id:3290}",{sys_id:3200}
{sys_id:3203},"{type:кому,номер:7,sys_id:3289}",{sys_id:3200}
{sys_id:3202},"{type:позиция,номер:7,sys_id:3286}",{sys_id:3200}
{sys_id:3200},"{type:имеет,sys_id:3278}",{sys_id:3201}
{sys_id:3200},"{type:список,sys_id:3287}",{sys_id:3202}
{sys_id:2436},"{type:принадлежит,sys_id:2544}",{sys_id:3216}
{sys_id:2440},"{type:позиция,номер:6,sys_id:3722}",{sys_id:3216}
{sys_id:3498},"{type:реферер,sys_id:3398}",{sys_id:3216}
{sys_id:3500},"{type:позиция,номер:6,sys_id:3700}",{sys_id:3216}
{sys_id:3200},"{type:реферал,номер:7,sys_id:3317}",{sys_id:3216}
{sys_id:3219},"{type:кому,номер:7,sys_id:3316}",{sys_id:3216}
{sys_id:3218},"{type:позиция,номер:7,sys_id:3313}",{sys_id:3216}
{sys_id:3216},"{type:имеет,sys_id:3305}",{sys_id:3217}
{sys_id:3216},"{type:список,sys_id:3314}",{sys_id:3218}
{sys_id:3446},"{type:with_referer,sys_id:3626}",{sys_id:3298}
{sys_id:3194},"{type:список,sys_id:3490}",{sys_id:3316}
{sys_id:3563},"{type:with_os,sys_id:3772}",{sys_id:3365}
{sys_id:3562},"{type:with_os,sys_id:3768}",{sys_id:3365}
{sys_id:3137},"{type:with_os,sys_id:627}",{sys_id:3365}
{sys_id:2994},"{type:with_os,sys_id:475}",{sys_id:3365}
{sys_id:2975},"{type:with_os,sys_id:315}",{sys_id:3365}
{sys_id:2965},"{type:with_os,sys_id:263}",{sys_id:3365}
{sys_id:2988},"{type:with_os,sys_id:245}",{sys_id:3365}
{sys_id:2962},"{type:with_os,sys_id:252}",{sys_id:3365}
{sys_id:2987},"{type:with_os,sys_id:241}",{sys_id:3365}
{sys_id:2969},"{type:with_os,sys_id:198}",{sys_id:3365}
{sys_id:2985},"{type:with_os,sys_id:233}",{sys_id:3365}
{sys_id:2959},"{type:with_os,sys_id:219}",{sys_id:3365}
{sys_id:2984},"{type:with_os,sys_id:189}",{sys_id:3365}
{sys_id:2981},"{type:with_os,sys_id:175}",{sys_id:3365}
{sys_id:2524},"{type:with_os,sys_id:144}",{sys_id:3365}
{sys_id:2517},"{type:with_os,sys_id:136}",{sys_id:3365}
{sys_id:2516},"{type:with_os,sys_id:119}",{sys_id:3365}
{sys_id:2533},"{type:with_os,sys_id:2223}",{sys_id:3365}
{sys_id:2862},"{type:with_os,sys_id:2106}",{sys_id:3365}
{sys_id:2900},"{type:with_os,sys_id:2162}",{sys_id:3365}
{sys_id:2956},"{type:with_os,sys_id:2207}",{sys_id:3365}
{sys_id:2856},"{type:with_os,sys_id:1987}",{sys_id:3365}
{sys_id:2937},"{type:with_os,sys_id:2053}",{sys_id:3365}
{sys_id:2936},"{type:with_os,sys_id:1975}",{sys_id:3365}
{sys_id:2918},"{type:with_os,sys_id:2040}",{sys_id:3365}
{sys_id:2914},"{type:with_os,sys_id:2002}",{sys_id:3365}
{sys_id:2929},"{type:with_os,sys_id:1924}",{sys_id:3365}
{sys_id:2784},"{type:with_os,sys_id:2666}",{sys_id:3365}
{sys_id:2837},"{type:with_os,sys_id:1595}",{sys_id:3365}
{sys_id:2794},"{type:with_os,sys_id:1483}",{sys_id:3365}
{sys_id:2766},"{type:with_os,sys_id:1428}",{sys_id:3365}
{sys_id:2715},"{type:with_os,sys_id:1362}",{sys_id:3365}
{sys_id:2712},"{type:with_os,sys_id:1350}",{sys_id:3365}
{sys_id:2750},"{type:with_os,sys_id:1293}",{sys_id:3365}
{sys_id:2711},"{type:with_os,sys_id:1234}",{sys_id:3365}
{sys_id:2742},"{type:with_os,sys_id:3558}",{sys_id:3365}
{sys_id:2705},"{type:with_os,sys_id:1200}",{sys_id:3365}
{sys_id:2726},"{type:with_os,sys_id:1173}",{sys_id:3365}
{sys_id:2623},"{type:with_os,sys_id:3725}",{sys_id:3365}
{sys_id:2622},"{type:with_os,sys_id:3547}",{sys_id:3365}
{sys_id:3366},"{type:with_os,sys_id:3582}",{sys_id:3365}
{sys_id:503},"{type:with_os,sys_id:3566}",{sys_id:3365}
{sys_id:3442},"{type:with_os,sys_id:3329}",{sys_id:3365}
{sys_id:3434},"{type:with_os,sys_id:3379}",{sys_id:3365}
{sys_id:3374},"{type:with_os,sys_id:3248}",{sys_id:3365}
{sys_id:2481},"{type:with_os,sys_id:2327}",{sys_id:3365}
{sys_id:2446},"{type:with_os,sys_id:2311}",{sys_id:3365}
{sys_id:2447},"{type:with_os,sys_id:2446}",{sys_id:3365}
{sys_id:2448},"{type:with_os,sys_id:2455}",{sys_id:3365}
{sys_id:2483},"{type:with_os,sys_id:2346}",{sys_id:3365}
{sys_id:2498},"{type:with_os,sys_id:2631}",{sys_id:3365}
{sys_id:1310},"{type:with_os,sys_id:2667}",{sys_id:3365}
{sys_id:2520},"{type:with_os,sys_id:2694}",{sys_id:3365}
{sys_id:2537},"{type:with_os,sys_id:3413}",{sys_id:3365}
{sys_id:1245},"{type:with_os,sys_id:2731}",{sys_id:3365}
{sys_id:2568},"{type:with_os,sys_id:2792}",{sys_id:3365}
{sys_id:2593},"{type:with_os,sys_id:2821}",{sys_id:3365}
{sys_id:2594},"{type:with_os,sys_id:2825}",{sys_id:3365}
{sys_id:2564},"{type:with_os,sys_id:2878}",{sys_id:3365}
{sys_id:2551},"{type:with_os,sys_id:3061}",{sys_id:3365}
{sys_id:2604},"{type:with_os,sys_id:3000}",{sys_id:3365}
{sys_id:2648},"{type:with_os,sys_id:2746}",{sys_id:3365}
{sys_id:2458},"{type:with_os,sys_id:3190}",{sys_id:3365}
{sys_id:2636},"{type:with_os,sys_id:3136}",{sys_id:3365}
{sys_id:2673},"{type:with_os,sys_id:3211}",{sys_id:3365}
{sys_id:3539},"{type:with_member,sys_id:2938}",{sys_id:3367}
{sys_id:3432},"{type:with_member,sys_id:2896}",{sys_id:3367}
{sys_id:2484},"{type:with_member,sys_id:2895}",{sys_id:3367}
{sys_id:503},"{type:with_member,sys_id:2764}",{sys_id:3367}
{sys_id:2558},"{type:with_member,sys_id:2761}",{sys_id:3367}
{sys_id:2534},"{type:принадлежит,sys_id:2549}",{sys_id:3367}
{sys_id:2481},"{type:with_member,sys_id:2252}",{sys_id:3367}
{sys_id:501},"{type:with_member,sys_id:2251}",{sys_id:3367}
{sys_id:3434},"{type:with_member,sys_id:2381}",{sys_id:3367}
{sys_id:3369},"{type:with_member,sys_id:2380}",{sys_id:3367}
{sys_id:3374},"{type:with_member,sys_id:3686}",{sys_id:3367}
{sys_id:3440},"{type:with_member,sys_id:3685}",{sys_id:3367}
{sys_id:3441},"{type:with_member,sys_id:3684}",{sys_id:3367}
{sys_id:3446},"{type:with_member,sys_id:3506}",{sys_id:3367}
{sys_id:3371},"{type:with_member,sys_id:3505}",{sys_id:3367}
{sys_id:3370},"{type:with_member,sys_id:3497}",{sys_id:3367}
{sys_id:3366},"{type:with_member,sys_id:3355}",{sys_id:3367}
{sys_id:3399},"{type:реферал,sys_id:3300}",{sys_id:3367}
{sys_id:3431},"{type:кому,номер:7,sys_id:3299}",{sys_id:3367}
{sys_id:3365},"{type:with_member,sys_id:3354}",{sys_id:3367}
{sys_id:3430},"{type:позиция,номер:7,sys_id:3375}",{sys_id:3367}
{sys_id:3429},"{type:with_member,sys_id:3298}",{sys_id:3367}
{sys_id:3428},"{type:with_member,sys_id:3297}",{sys_id:3367}
{sys_id:3367},"{type:имеет,sys_id:3295}",{sys_id:3368}
{sys_id:503},"{type:with_referer,sys_id:2268}",{sys_id:3369}
{sys_id:3434},"{type:with_referer,sys_id:3380}",{sys_id:3369}
{sys_id:2913},"{type:with_browser,sys_id:2149}",{sys_id:3370}
{sys_id:2605},"{type:with_browser,sys_id:3151}",{sys_id:3370}
{sys_id:496},"{type:with_browser,sys_id:3116}",{sys_id:3370}
{sys_id:2652},"{type:with_browser,sys_id:3070}",{sys_id:3370}
{sys_id:2543},"{type:with_browser,sys_id:2872}",{sys_id:3370}
{sys_id:2494},"{type:with_browser,sys_id:2623}",{sys_id:3370}
{sys_id:2486},"{type:with_browser,sys_id:2372}",{sys_id:3370}
{sys_id:2485},"{type:with_browser,sys_id:2368}",{sys_id:3370}
{sys_id:2482},"{type:with_browser,sys_id:2292}",{sys_id:3370}
{sys_id:2480},"{type:with_browser,sys_id:2325}",{sys_id:3370}
{sys_id:3496},"{type:with_browser,sys_id:3396}",{sys_id:3370}
{sys_id:3446},"{type:with_browser,sys_id:3495}",{sys_id:3370}
{sys_id:3373},"{type:with_browser,sys_id:3604}",{sys_id:3370}
{sys_id:3433},"{type:with_browser,sys_id:3340}",{sys_id:3370}
{sys_id:3371},"{type:with_browser,sys_id:2007}",{sys_id:3370}
{sys_id:2913},"{type:with_os,sys_id:1980}",{sys_id:3371}
{sys_id:2605},"{type:with_os,sys_id:3149}",{sys_id:3371}
{sys_id:496},"{type:with_os,sys_id:3114}",{sys_id:3371}
