a,r,b
{sys_id:2933},"{type:реферер,sys_id:2019}",{sys_id:1326}
{sys_id:2665},"{type:реферер,sys_id:1824}",{sys_id:1326}
{sys_id:2806},"{type:реферер,sys_id:1507}",{sys_id:1326}
{sys_id:2798},"{type:реферер,sys_id:1474}",{sys_id:1326}
{sys_id:2787},"{type:реферер,sys_id:1345}",{sys_id:1326}
{sys_id:2763},"{type:реферер,sys_id:1402}",{sys_id:1326}
{sys_id:2732},"{type:реферер,sys_id:1274}",{sys_id:1326}
{sys_id:2723},"{type:реферер,sys_id:1167}",{sys_id:1326}
{sys_id:2697},"{type:реферер,sys_id:3539}",{sys_id:1326}
{sys_id:2618},"{type:реферер,sys_id:3659}",{sys_id:1326}
{sys_id:2691},"{type:реферер,sys_id:3452}",{sys_id:1326}
{sys_id:2639},"{type:реферер,sys_id:3177}",{sys_id:1326}
{sys_id:2654},"{type:реферер,sys_id:3100}",{sys_id:1326}
{sys_id:2552},"{type:реферер,sys_id:2469}",{sys_id:1326}
{sys_id:2642},"{type:реферер,sys_id:3022}",{sys_id:1326}
{sys_id:2598},"{type:реферер,sys_id:2899}",{sys_id:1326}
{sys_id:2523},"{type:реферер,sys_id:2778}",{sys_id:1326}
{sys_id:2572},"{type:реферер,sys_id:2833}",{sys_id:1326}
{sys_id:2589},"{type:реферер,sys_id:2766}",{sys_id:1326}
{sys_id:1400},"{type:реферер,sys_id:2736}",{sys_id:1326}
{sys_id:2453},"{type:реферер,sys_id:3392}",{sys_id:1326}
{sys_id:442},"{type:реферер,sys_id:2685}",{sys_id:1326}
{sys_id:2495},"{type:реферер,sys_id:2626}",{sys_id:1326}
{sys_id:2492},"{type:реферер,sys_id:2618}",{sys_id:1326}
{sys_id:2473},"{type:реферер,sys_id:2593}",{sys_id:1326}
{sys_id:2467},"{type:реферер,sys_id:2576}",{sys_id:1326}
{sys_id:3194},"{type:реферер,sys_id:3442}",{sys_id:1326}
{sys_id:1289},"{type:реферер,sys_id:2429}",{sys_id:1326}
{sys_id:1341},"{type:принадлежит,sys_id:1919}",{sys_id:1326}
{sys_id:1326},"{type:имеет,sys_id:2403}",{sys_id:1327}
{sys_id:3567},"{type:позиция,номер:2,sys_id:3781}",{sys_id:1328}
{sys_id:3124},"{type:позиция,номер:4,sys_id:593}",{sys_id:1328}
{sys_id:2992},"{type:позиция,номер:1,sys_id:417}",{sys_id:1328}
{sys_id:2990},"{type:позиция,номер:1,sys_id:282}",{sys_id:1328}
{sys_id:3019},"{type:позиция,номер:2,sys_id:322}",{sys_id:1328}
{sys_id:3002},"{type:позиция,номер:3,sys_id:305}",{sys_id:1328}
{sys_id:2989},"{type:позиция,номер:4,sys_id:272}",{sys_id:1328}
{sys_id:2980},"{type:позиция,номер:5,sys_id:167}",{sys_id:1328}
{sys_id:2515},"{type:позиция,номер:5,sys_id:2233}",{sys_id:1328}
{sys_id:2860},"{type:позиция,номер:4,sys_id:2100}",{sys_id:1328}
{sys_id:2897},"{type:позиция,номер:5,sys_id:2123}",{sys_id:1328}
{sys_id:2896},"{type:позиция,номер:4,sys_id:2114}",{sys_id:1328}
{sys_id:2509},"{type:позиция,номер:5,sys_id:2131}",{sys_id:1328}
{sys_id:2895},"{type:позиция,номер:3,sys_id:2649}",{sys_id:1328}
{sys_id:2894},"{type:позиция,номер:3,sys_id:1782}",{sys_id:1328}
{sys_id:2884},"{type:позиция,номер:4,sys_id:1855}",{sys_id:1328}
{sys_id:2669},"{type:позиция,номер:4,sys_id:1837}",{sys_id:1328}
{sys_id:2880},"{type:позиция,номер:5,sys_id:1816}",{sys_id:1328}
{sys_id:2877},"{type:позиция,номер:3,sys_id:1795}",{sys_id:1328}
{sys_id:2892},"{type:позиция,номер:4,sys_id:1767}",{sys_id:1328}
{sys_id:2872},"{type:позиция,номер:4,sys_id:1751}",{sys_id:1328}
{sys_id:2870},"{type:позиция,номер:4,sys_id:1683}",{sys_id:1328}
{sys_id:2818},"{type:позиция,номер:4,sys_id:1604}",{sys_id:1328}
{sys_id:2817},"{type:позиция,номер:4,sys_id:1725}",{sys_id:1328}
{sys_id:2815},"{type:позиция,номер:4,sys_id:1572}",{sys_id:1328}
{sys_id:2830},"{type:позиция,номер:4,sys_id:1669}",{sys_id:1328}
{sys_id:2828},"{type:позиция,номер:4,sys_id:1613}",{sys_id:1328}
{sys_id:2840},"{type:позиция,номер:4,sys_id:1633}",{sys_id:1328}
{sys_id:2838},"{type:позиция,номер:4,sys_id:1619}",{sys_id:1328}
{sys_id:2822},"{type:позиция,номер:4,sys_id:1535}",{sys_id:1328}
{sys_id:2834},"{type:позиция,номер:4,sys_id:1585}",{sys_id:1328}
{sys_id:2808},"{type:позиция,номер:5,sys_id:1512}",{sys_id:1328}
{sys_id:2775},"{type:позиция,номер:5,sys_id:1545}",{sys_id:1328}
{sys_id:2804},"{type:позиция,номер:5,sys_id:1462}",{sys_id:1328}
{sys_id:2767},"{type:позиция,номер:4,sys_id:1435}",{sys_id:1328}
{sys_id:2738},"{type:позиция,номер:5,sys_id:1342}",{sys_id:1328}
{sys_id:2761},"{type:позиция,номер:4,sys_id:1396}",{sys_id:1328}
{sys_id:2757},"{type:позиция,номер:4,sys_id:1373}",{sys_id:1328}
{sys_id:2734},"{type:позиция,номер:5,sys_id:1279}",{sys_id:1328}
{sys_id:2708},"{type:позиция,номер:4,sys_id:1213}",{sys_id:1328}
{sys_id:2702},"{type:позиция,номер:5,sys_id:3629}",{sys_id:1328}
{sys_id:2719},"{type:позиция,номер:4,sys_id:1150}",{sys_id:1328}
{sys_id:2624},"{type:позиция,номер:5,sys_id:3733}",{sys_id:1328}
{sys_id:2620},"{type:позиция,номер:5,sys_id:3664}",{sys_id:1328}
{sys_id:2675},"{type:позиция,номер:5,sys_id:3513}",{sys_id:1328}
{sys_id:1340},"{type:позиция,номер:6,sys_id:2415}",{sys_id:1328}
{sys_id:1208},"{type:позиция,номер:5,sys_id:2334}",{sys_id:1328}
{sys_id:1293},"{type:позиция,номер:4,sys_id:2435}",{sys_id:1328}
{sys_id:1343},"{type:позиция,номер:5,sys_id:2424}",{sys_id:1328}
{sys_id:1347},"{type:позиция,номер:3,sys_id:2475}",{sys_id:1328}
{sys_id:470},"{type:позиция,номер:5,sys_id:1901}",{sys_id:1328}
{sys_id:474},"{type:позиция,номер:4,sys_id:1913}",{sys_id:1328}
{sys_id:486},"{type:позиция,номер:5,sys_id:1937}",{sys_id:1328}
{sys_id:3198},"{type:позиция,номер:2,sys_id:3268}",{sys_id:1328}
{sys_id:3202},"{type:позиция,номер:1,sys_id:3280}",{sys_id:1328}
{sys_id:3182},"{type:позиция,номер:3,sys_id:3256}",{sys_id:1328}
{sys_id:3186},"{type:позиция,номер:5,sys_id:3411}",{sys_id:1328}
{sys_id:3190},"{type:позиция,номер:5,sys_id:3424}",{sys_id:1328}
{sys_id:3192},"{type:позиция,номер:5,sys_id:3434}",{sys_id:1328}
{sys_id:3223},"{type:позиция,номер:5,sys_id:3465}",{sys_id:1328}
{sys_id:3227},"{type:позиция,номер:5,sys_id:3478}",{sys_id:1328}
{sys_id:3316},"{type:позиция,номер:5,sys_id:3487}",{sys_id:1328}
{sys_id:499},"{type:позиция,номер:4,sys_id:1960}",{sys_id:1328}
{sys_id:3430},"{type:позиция,номер:3,sys_id:3370}",{sys_id:1328}
{sys_id:2437},"{type:позиция,номер:5,sys_id:2249}",{sys_id:1328}
{sys_id:2443},"{type:позиция,номер:4,sys_id:2277}",{sys_id:1328}
{sys_id:2444},"{type:позиция,номер:3,sys_id:2298}",{sys_id:1328}
{sys_id:2499},"{type:позиция,номер:4,sys_id:2504}",{sys_id:1328}
{sys_id:2454},"{type:позиция,номер:4,sys_id:2531}",{sys_id:1328}
{sys_id:2487},"{type:позиция,номер:5,sys_id:2390}",{sys_id:1328}
{sys_id:2469},"{type:позиция,номер:5,sys_id:2581}",{sys_id:1328}
{sys_id:2475},"{type:позиция,номер:5,sys_id:2598}",{sys_id:1328}
{sys_id:2505},"{type:позиция,номер:5,sys_id:1892}",{sys_id:1328}
{sys_id:2507},"{type:позиция,номер:5,sys_id:2573}",{sys_id:1328}
{sys_id:2478},"{type:позиция,номер:4,sys_id:2657}",{sys_id:1328}
{sys_id:2452},"{type:позиция,номер:4,sys_id:2307}",{sys_id:1328}
{sys_id:2519},"{type:позиция,номер:5,sys_id:2690}",{sys_id:1328}
{sys_id:2463},"{type:позиция,номер:5,sys_id:3418}",{sys_id:1328}
{sys_id:2544},"{type:позиция,номер:4,sys_id:3483}",{sys_id:1328}
{sys_id:490},"{type:позиция,номер:3,sys_id:2295}",{sys_id:1328}
{sys_id:2545},"{type:позиция,номер:4,sys_id:2517}",{sys_id:1328}
{sys_id:444},"{type:позиция,номер:5,sys_id:2741}",{sys_id:1328}
{sys_id:2591},"{type:позиция,номер:5,sys_id:2771}",{sys_id:1328}
{sys_id:2595},"{type:позиция,номер:5,sys_id:2856}",{sys_id:1328}
{sys_id:2542},"{type:позиция,номер:5,sys_id:2783}",{sys_id:1328}
{sys_id:2600},"{type:позиция,номер:5,sys_id:2904}",{sys_id:1328}
{sys_id:2582},"{type:позиция,номер:4,sys_id:2953}",{sys_id:1328}
{sys_id:2644},"{type:позиция,номер:5,sys_id:3027}",{sys_id:1328}
{sys_id:2554},"{type:позиция,номер:5,sys_id:2718}",{sys_id:1328}
{sys_id:2633},"{type:позиция,номер:5,sys_id:3123}",{sys_id:1328}
{sys_id:446},"{type:позиция,номер:5,sys_id:3182}",{sys_id:1328}
{sys_id:2671},"{type:позиция,номер:4,sys_id:3201}",{sys_id:1328}
{sys_id:2674},"{type:позиция,номер:4,sys_id:3460}",{sys_id:1328}
{sys_id:467},"{type:принадлежит,sys_id:1907}",{sys_id:1328}
{sys_id:1328},"{type:имеет,sys_id:2404}",{sys_id:1329}
{sys_id:3567},"{type:позиция,номер:1,sys_id:3780}",{sys_id:1330}
{sys_id:3124},"{type:позиция,номер:3,sys_id:592}",{sys_id:1330}
{sys_id:3019},"{type:позиция,номер:1,sys_id:321}",{sys_id:1330}
{sys_id:3002},"{type:позиция,номер:2,sys_id:304}",{sys_id:1330}
{sys_id:2989},"{type:позиция,номер:3,sys_id:271}",{sys_id:1330}
{sys_id:2980},"{type:позиция,номер:4,sys_id:166}",{sys_id:1330}
{sys_id:2515},"{type:позиция,номер:4,sys_id:2232}",{sys_id:1330}
{sys_id:2860},"{type:позиция,номер:3,sys_id:2099}",{sys_id:1330}
{sys_id:2897},"{type:позиция,номер:4,sys_id:2122}",{sys_id:1330}
{sys_id:2896},"{type:позиция,номер:3,sys_id:2113}",{sys_id:1330}
{sys_id:2509},"{type:позиция,номер:4,sys_id:2130}",{sys_id:1330}
{sys_id:2895},"{type:позиция,номер:2,sys_id:2648}",{sys_id:1330}
{sys_id:2894},"{type:позиция,номер:2,sys_id:1781}",{sys_id:1330}
{sys_id:2884},"{type:позиция,номер:3,sys_id:1854}",{sys_id:1330}
{sys_id:2669},"{type:позиция,номер:3,sys_id:1836}",{sys_id:1330}
{sys_id:2880},"{type:позиция,номер:4,sys_id:1815}",{sys_id:1330}
{sys_id:2877},"{type:позиция,номер:2,sys_id:1794}",{sys_id:1330}
{sys_id:2892},"{type:позиция,номер:3,sys_id:1766}",{sys_id:1330}
{sys_id:2872},"{type:позиция,номер:3,sys_id:1750}",{sys_id:1330}
{sys_id:2870},"{type:позиция,номер:3,sys_id:1682}",{sys_id:1330}
{sys_id:2818},"{type:позиция,номер:3,sys_id:1733}",{sys_id:1330}
{sys_id:2817},"{type:позиция,номер:3,sys_id:1724}",{sys_id:1330}
{sys_id:2815},"{type:позиция,номер:3,sys_id:1571}",{sys_id:1330}
{sys_id:2830},"{type:позиция,номер:3,sys_id:1668}",{sys_id:1330}
{sys_id:2828},"{type:позиция,номер:3,sys_id:1612}",{sys_id:1330}
{sys_id:2840},"{type:позиция,номер:3,sys_id:1632}",{sys_id:1330}
{sys_id:2838},"{type:позиция,номер:3,sys_id:1618}",{sys_id:1330}
{sys_id:2822},"{type:позиция,номер:3,sys_id:1534}",{sys_id:1330}
{sys_id:2834},"{type:позиция,номер:3,sys_id:1584}",{sys_id:1330}
{sys_id:2808},"{type:позиция,номер:4,sys_id:1511}",{sys_id:1330}
{sys_id:2775},"{type:позиция,номер:4,sys_id:1544}",{sys_id:1330}
{sys_id:2804},"{type:позиция,номер:4,sys_id:1461}",{sys_id:1330}
{sys_id:2767},"{type:позиция,номер:3,sys_id:1434}",{sys_id:1330}
{sys_id:2738},"{type:позиция,номер:4,sys_id:1341}",{sys_id:1330}
{sys_id:2761},"{type:позиция,номер:3,sys_id:1395}",{sys_id:1330}
{sys_id:2757},"{type:позиция,номер:3,sys_id:1372}",{sys_id:1330}
{sys_id:2734},"{type:позиция,номер:4,sys_id:1278}",{sys_id:1330}
{sys_id:2708},"{type:позиция,номер:3,sys_id:1212}",{sys_id:1330}
{sys_id:2702},"{type:позиция,номер:4,sys_id:3628}",{sys_id:1330}
{sys_id:2719},"{type:позиция,номер:3,sys_id:1149}",{sys_id:1330}
{sys_id:2624},"{type:позиция,номер:4,sys_id:3732}",{sys_id:1330}
{sys_id:2620},"{type:позиция,номер:4,sys_id:3663}",{sys_id:1330}
{sys_id:2675},"{type:позиция,номер:4,sys_id:3512}",{sys_id:1330}
{sys_id:2674},"{type:позиция,номер:3,sys_id:3459}",{sys_id:1330}
{sys_id:2671},"{type:позиция,номер:3,sys_id:3200}",{sys_id:1330}
{sys_id:446},"{type:позиция,номер:4,sys_id:3181}",{sys_id:1330}
{sys_id:2633},"{type:позиция,номер:4,sys_id:3122}",{sys_id:1330}
{sys_id:2554},"{type:позиция,номер:4,sys_id:2717}",{sys_id:1330}
{sys_id:2644},"{type:позиция,номер:4,sys_id:3026}",{sys_id:1330}
{sys_id:1340},"{type:позиция,номер:5,sys_id:2414}",{sys_id:1330}
{sys_id:1208},"{type:позиция,номер:4,sys_id:2333}",{sys_id:1330}
{sys_id:1293},"{type:позиция,номер:3,sys_id:2434}",{sys_id:1330}
{sys_id:1343},"{type:позиция,номер:4,sys_id:2423}",{sys_id:1330}
{sys_id:1347},"{type:позиция,номер:2,sys_id:2474}",{sys_id:1330}
{sys_id:470},"{type:позиция,номер:4,sys_id:1900}",{sys_id:1330}
{sys_id:474},"{type:позиция,номер:3,sys_id:1912}",{sys_id:1330}
{sys_id:486},"{type:позиция,номер:4,sys_id:1936}",{sys_id:1330}
{sys_id:3198},"{type:позиция,номер:1,sys_id:3267}",{sys_id:1330}
{sys_id:3182},"{type:позиция,номер:2,sys_id:3255}",{sys_id:1330}
{sys_id:3186},"{type:позиция,номер:4,sys_id:3410}",{sys_id:1330}
{sys_id:3190},"{type:позиция,номер:4,sys_id:3423}",{sys_id:1330}
{sys_id:3192},"{type:позиция,номер:4,sys_id:3433}",{sys_id:1330}
{sys_id:3223},"{type:позиция,номер:4,sys_id:3324}",{sys_id:1330}
{sys_id:3227},"{type:позиция,номер:4,sys_id:3477}",{sys_id:1330}
{sys_id:3316},"{type:позиция,номер:4,sys_id:3486}",{sys_id:1330}
{sys_id:499},"{type:позиция,номер:3,sys_id:1959}",{sys_id:1330}
{sys_id:3430},"{type:позиция,номер:2,sys_id:3528}",{sys_id:1330}
{sys_id:2437},"{type:позиция,номер:4,sys_id:2248}",{sys_id:1330}
{sys_id:2443},"{type:позиция,номер:3,sys_id:2276}",{sys_id:1330}
{sys_id:2444},"{type:позиция,номер:2,sys_id:2297}",{sys_id:1330}
{sys_id:2499},"{type:позиция,номер:3,sys_id:2503}",{sys_id:1330}
{sys_id:2454},"{type:позиция,номер:3,sys_id:2530}",{sys_id:1330}
{sys_id:2487},"{type:позиция,номер:4,sys_id:1871}",{sys_id:1330}
{sys_id:2469},"{type:позиция,номер:4,sys_id:2580}",{sys_id:1330}
{sys_id:2475},"{type:позиция,номер:4,sys_id:2597}",{sys_id:1330}
{sys_id:2505},"{type:позиция,номер:4,sys_id:1869}",{sys_id:1330}
{sys_id:2507},"{type:позиция,номер:4,sys_id:2572}",{sys_id:1330}
{sys_id:2478},"{type:позиция,номер:3,sys_id:2656}",{sys_id:1330}
{sys_id:2452},"{type:позиция,номер:3,sys_id:2306}",{sys_id:1330}
{sys_id:2519},"{type:позиция,номер:4,sys_id:2689}",{sys_id:1330}
{sys_id:2463},"{type:позиция,номер:4,sys_id:3471}",{sys_id:1330}
{sys_id:2544},"{type:позиция,номер:3,sys_id:3481}",{sys_id:1330}
{sys_id:490},"{type:позиция,номер:2,sys_id:2294}",{sys_id:1330}
{sys_id:2545},"{type:позиция,номер:3,sys_id:2506}",{sys_id:1330}
{sys_id:444},"{type:позиция,номер:4,sys_id:2740}",{sys_id:1330}
{sys_id:2591},"{type:позиция,номер:4,sys_id:2770}",{sys_id:1330}
{sys_id:2595},"{type:позиция,номер:4,sys_id:2855}",{sys_id:1330}
{sys_id:2542},"{type:позиция,номер:4,sys_id:2782}",{sys_id:1330}
{sys_id:2600},"{type:позиция,номер:4,sys_id:2903}",{sys_id:1330}
{sys_id:2582},"{type:позиция,номер:3,sys_id:2952}",{sys_id:1330}
{sys_id:3184},"{type:принадлежит,sys_id:2611}",{sys_id:1330}
{sys_id:1330},"{type:имеет,sys_id:2405}",{sys_id:1331}
{sys_id:3124},"{type:позиция,номер:2,sys_id:591}",{sys_id:1332}
{sys_id:3002},"{type:позиция,номер:1,sys_id:303}",{sys_id:1332}
{sys_id:2989},"{type:позиция,номер:2,sys_id:270}",{sys_id:1332}
{sys_id:2980},"{type:позиция,номер:3,sys_id:165}",{sys_id:1332}
{sys_id:2515},"{type:позиция,номер:3,sys_id:2231}",{sys_id:1332}
{sys_id:2860},"{type:позиция,номер:2,sys_id:2098}",{sys_id:1332}
{sys_id:2897},"{type:позиция,номер:3,sys_id:2121}",{sys_id:1332}
{sys_id:2896},"{type:позиция,номер:2,sys_id:2112}",{sys_id:1332}
{sys_id:2509},"{type:позиция,номер:3,sys_id:2129}",{sys_id:1332}
{sys_id:2895},"{type:позиция,номер:1,sys_id:2647}",{sys_id:1332}
{sys_id:2894},"{type:позиция,номер:1,sys_id:1780}",{sys_id:1332}
{sys_id:2884},"{type:позиция,номер:2,sys_id:1853}",{sys_id:1332}
{sys_id:2669},"{type:позиция,номер:2,sys_id:1835}",{sys_id:1332}
{sys_id:2880},"{type:позиция,номер:3,sys_id:1814}",{sys_id:1332}
{sys_id:2877},"{type:позиция,номер:1,sys_id:1793}",{sys_id:1332}
{sys_id:2892},"{type:позиция,номер:2,sys_id:1688}",{sys_id:1332}
{sys_id:2872},"{type:позиция,номер:2,sys_id:1749}",{sys_id:1332}
{sys_id:2870},"{type:позиция,номер:2,sys_id:1681}",{sys_id:1332}
{sys_id:2818},"{type:позиция,номер:2,sys_id:1732}",{sys_id:1332}
{sys_id:2817},"{type:позиция,номер:2,sys_id:1723}",{sys_id:1332}
{sys_id:2815},"{type:позиция,номер:2,sys_id:1570}",{sys_id:1332}
{sys_id:2830},"{type:позиция,номер:2,sys_id:1667}",{sys_id:1332}
{sys_id:2828},"{type:позиция,номер:2,sys_id:1611}",{sys_id:1332}
{sys_id:2840},"{type:позиция,номер:2,sys_id:1631}",{sys_id:1332}
{sys_id:2838},"{type:позиция,номер:2,sys_id:1617}",{sys_id:1332}
{sys_id:2822},"{type:позиция,номер:2,sys_id:1533}",{sys_id:1332}
{sys_id:2834},"{type:позиция,номер:2,sys_id:1583}",{sys_id:1332}
{sys_id:2808},"{type:позиция,номер:3,sys_id:1510}",{sys_id:1332}
{sys_id:2775},"{type:позиция,номер:3,sys_id:1543}",{sys_id:1332}
{sys_id:2804},"{type:позиция,номер:3,sys_id:1460}",{sys_id:1332}
{sys_id:2767},"{type:позиция,номер:2,sys_id:1433}",{sys_id:1332}
{sys_id:2738},"{type:позиция,номер:3,sys_id:1340}",{sys_id:1332}
{sys_id:2761},"{type:позиция,номер:2,sys_id:1394}",{sys_id:1332}
{sys_id:2757},"{type:позиция,номер:2,sys_id:1371}",{sys_id:1332}
{sys_id:2734},"{type:позиция,номер:3,sys_id:1277}",{sys_id:1332}
{sys_id:2708},"{type:позиция,номер:2,sys_id:1211}",{sys_id:1332}
{sys_id:2702},"{type:позиция,номер:3,sys_id:3404}",{sys_id:1332}
{sys_id:2719},"{type:позиция,номер:2,sys_id:1148}",{sys_id:1332}
{sys_id:2624},"{type:позиция,номер:3,sys_id:3731}",{sys_id:1332}
{sys_id:1340},"{type:позиция,номер:4,sys_id:2413}",{sys_id:1332}
{sys_id:1208},"{type:позиция,номер:3,sys_id:2332}",{sys_id:1332}
{sys_id:1293},"{type:позиция,номер:2,sys_id:2433}",{sys_id:1332}
{sys_id:1343},"{type:позиция,номер:3,sys_id:2422}",{sys_id:1332}
{sys_id:1347},"{type:позиция,номер:1,sys_id:2473}",{sys_id:1332}
{sys_id:470},"{type:позиция,номер:3,sys_id:1899}",{sys_id:1332}
{sys_id:474},"{type:позиция,номер:2,sys_id:1911}",{sys_id:1332}
{sys_id:486},"{type:позиция,номер:3,sys_id:1935}",{sys_id:1332}
{sys_id:3182},"{type:позиция,номер:1,sys_id:3254}",{sys_id:1332}
{sys_id:3186},"{type:позиция,номер:3,sys_id:3409}",{sys_id:1332}
{sys_id:3190},"{type:позиция,номер:3,sys_id:3422}",{sys_id:1332}
{sys_id:3192},"{type:позиция,номер:3,sys_id:3432}",{sys_id:1332}
{sys_id:3223},"{type:позиция,номер:3,sys_id:3323}",{sys_id:1332}
{sys_id:3227},"{type:позиция,номер:3,sys_id:3476}",{sys_id:1332}
{sys_id:3316},"{type:позиция,номер:3,sys_id:3485}",{sys_id:1332}
{sys_id:499},"{type:позиция,номер:2,sys_id:1958}",{sys_id:1332}
{sys_id:3430},"{type:позиция,номер:1,sys_id:3527}",{sys_id:1332}
{sys_id:2437},"{type:позиция,номер:3,sys_id:2247}",{sys_id:1332}
{sys_id:2443},"{type:позиция,номер:2,sys_id:2275}",{sys_id:1332}
{sys_id:2444},"{type:позиция,номер:1,sys_id:2296}",{sys_id:1332}
{sys_id:2499},"{type:позиция,номер:2,sys_id:2502}",{sys_id:1332}
{sys_id:2454},"{type:позиция,номер:2,sys_id:2529}",{sys_id:1332}
{sys_id:2487},"{type:позиция,номер:3,sys_id:2388}",{sys_id:1332}
{sys_id:2469},"{type:позиция,номер:3,sys_id:2579}",{sys_id:1332}
{sys_id:2475},"{type:позиция,номер:3,sys_id:2596}",{sys_id:1332}
{sys_id:2505},"{type:позиция,номер:3,sys_id:1874}",{sys_id:1332}
{sys_id:2507},"{type:позиция,номер:3,sys_id:2571}",{sys_id:1332}
{sys_id:2478},"{type:позиция,номер:2,sys_id:2655}",{sys_id:1332}
{sys_id:2452},"{type:позиция,номер:2,sys_id:2304}",{sys_id:1332}
{sys_id:2519},"{type:позиция,номер:3,sys_id:2688}",{sys_id:1332}
{sys_id:2463},"{type:позиция,номер:3,sys_id:3470}",{sys_id:1332}
{sys_id:2544},"{type:позиция,номер:2,sys_id:3480}",{sys_id:1332}
{sys_id:490},"{type:позиция,номер:1,sys_id:2284}",{sys_id:1332}
{sys_id:2545},"{type:позиция,номер:2,sys_id:2495}",{sys_id:1332}
{sys_id:444},"{type:позиция,номер:3,sys_id:2739}",{sys_id:1332}
{sys_id:2591},"{type:позиция,номер:3,sys_id:2769}",{sys_id:1332}
{sys_id:2595},"{type:позиция,номер:3,sys_id:2854}",{sys_id:1332}
{sys_id:2542},"{type:позиция,номер:3,sys_id:2781}",{sys_id:1332}
{sys_id:2600},"{type:позиция,номер:3,sys_id:2902}",{sys_id:1332}
{sys_id:2582},"{type:позиция,номер:2,sys_id:2951}",{sys_id:1332}
{sys_id:2644},"{type:позиция,номер:3,sys_id:3025}",{sys_id:1332}
{sys_id:2554},"{type:позиция,номер:3,sys_id:2540}",{sys_id:1332}
{sys_id:2633},"{type:позиция,номер:3,sys_id:3121}",{sys_id:1332}
{sys_id:446},"{type:позиция,номер:3,sys_id:3180}",{sys_id:1332}
{sys_id:2671},"{type:позиция,номер:2,sys_id:3199}",{sys_id:1332}
{sys_id:2674},"{type:позиция,номер:2,sys_id:3458}",{sys_id:1332}
{sys_id:2675},"{type:позиция,номер:3,sys_id:3511}",{sys_id:1332}
{sys_id:2620},"{type:позиция,номер:3,sys_id:3662}",{sys_id:1332}
{sys_id:468},"{type:принадлежит,sys_id:1908}",{sys_id:1332}
{sys_id:1332},"{type:имеет,sys_id:2406}",{sys_id:1333}
{sys_id:3124},"{type:позиция,номер:1,sys_id:590}",{sys_id:1334}
{sys_id:2989},"{type:позиция,номер:1,sys_id:249}",{sys_id:1334}
{sys_id:2980},"{type:позиция,номер:2,sys_id:164}",{sys_id:1334}
{sys_id:2515},"{type:позиция,номер:2,sys_id:2230}",{sys_id:1334}
{sys_id:2860},"{type:позиция,номер:1,sys_id:2097}",{sys_id:1334}
{sys_id:2897},"{type:позиция,номер:2,sys_id:2120}",{sys_id:1334}
{sys_id:2896},"{type:позиция,номер:1,sys_id:1889}",{sys_id:1334}
{sys_id:2509},"{type:позиция,номер:2,sys_id:2128}",{sys_id:1334}
{sys_id:2761},"{type:позиция,номер:1,sys_id:1779}",{sys_id:1334}
{sys_id:2884},"{type:позиция,номер:1,sys_id:1852}",{sys_id:1334}
{sys_id:2669},"{type:позиция,номер:1,sys_id:1834}",{sys_id:1334}
{sys_id:2880},"{type:позиция,номер:2,sys_id:1813}",{sys_id:1334}
{sys_id:2892},"{type:позиция,номер:1,sys_id:1713}",{sys_id:1334}
{sys_id:2872},"{type:позиция,номер:1,sys_id:1748}",{sys_id:1334}
{sys_id:2870},"{type:позиция,номер:1,sys_id:1680}",{sys_id:1334}
{sys_id:2818},"{type:позиция,номер:1,sys_id:1731}",{sys_id:1334}
{sys_id:2817},"{type:позиция,номер:1,sys_id:1722}",{sys_id:1334}
{sys_id:2815},"{type:позиция,номер:1,sys_id:1569}",{sys_id:1334}
{sys_id:2830},"{type:позиция,номер:1,sys_id:1666}",{sys_id:1334}
{sys_id:2828},"{type:позиция,номер:1,sys_id:1610}",{sys_id:1334}
{sys_id:2840},"{type:позиция,номер:1,sys_id:1630}",{sys_id:1334}
{sys_id:2838},"{type:позиция,номер:1,sys_id:1616}",{sys_id:1334}
{sys_id:2822},"{type:позиция,номер:1,sys_id:1532}",{sys_id:1334}
{sys_id:2834},"{type:позиция,номер:1,sys_id:1582}",{sys_id:1334}
{sys_id:2808},"{type:позиция,номер:2,sys_id:1509}",{sys_id:1334}
{sys_id:2775},"{type:позиция,номер:2,sys_id:1542}",{sys_id:1334}
{sys_id:2804},"{type:позиция,номер:2,sys_id:1459}",{sys_id:1334}
{sys_id:2767},"{type:позиция,номер:1,sys_id:1432}",{sys_id:1334}
{sys_id:2738},"{type:позиция,номер:2,sys_id:1339}",{sys_id:1334}
{sys_id:2757},"{type:позиция,номер:1,sys_id:1370}",{sys_id:1334}
{sys_id:2734},"{type:позиция,номер:2,sys_id:1276}",{sys_id:1334}
{sys_id:2708},"{type:позиция,номер:1,sys_id:1210}",{sys_id:1334}
{sys_id:2702},"{type:позиция,номер:2,sys_id:3403}",{sys_id:1334}
{sys_id:2719},"{type:позиция,номер:1,sys_id:1147}",{sys_id:1334}
{sys_id:2624},"{type:позиция,номер:2,sys_id:3730}",{sys_id:1334}
{sys_id:2620},"{type:позиция,номер:2,sys_id:3661}",{sys_id:1334}
{sys_id:2675},"{type:позиция,номер:2,sys_id:3510}",{sys_id:1334}
{sys_id:2674},"{type:позиция,номер:1,sys_id:3216}",{sys_id:1334}
{sys_id:2671},"{type:позиция,номер:1,sys_id:3198}",{sys_id:1334}
{sys_id:446},"{type:позиция,номер:2,sys_id:3179}",{sys_id:1334}
